timestamp,client_id,buffer_size_bytes,max_buffer_size_bytes,buffer_overflows,packets_total,packets_complete,packets_fragmented,fragmentation_rate,streams_active,streams_max_concurrent,throughput_mbps,avg_processing_time_ms,avg_buffer_wait_ms
2025-08-05T19:13:09.012513,client_134025746733712,0,26494,0,39944,3429,36515,0.914,5,5,0.308,0.02,0.02
2025-08-05T19:13:14.018837,client_134025746733712,0,26494,0,41286,3552,37734,0.914,5,5,0.292,0.02,0.02
2025-08-05T19:13:19.024052,client_134025746733712,0,26494,0,42635,3678,38957,0.914,5,5,0.2995,0.02,0.02
2025-08-05T19:13:24.031279,client_134025746733712,0,26494,0,44034,3803,40231,0.914,5,5,0.3086,0.02,0.02
2025-08-05T19:13:29.038162,client_134025746733712,0,26494,0,45419,3928,41491,0.914,5,5,0.2956,0.02,0.02
2025-08-05T19:13:34.046066,client_134025746733712,0,26494,0,46758,4052,42706,0.913,5,5,0.2973,0.02,0.02
2025-08-05T19:13:39.051917,client_134025746733712,0,26494,0,48217,4177,44040,0.913,5,5,0.317,0.02,0.02
2025-08-05T19:13:44.058876,client_134025746733712,0,34227,0,49728,4302,45426,0.913,5,5,0.3384,0.02,0.02
2025-08-05T19:13:49.067818,client_134025746733712,0,34227,0,51229,4426,46803,0.914,5,5,0.3325,0.02,0.02
2025-08-05T19:13:54.077280,client_134025746733712,0,34227,0,52718,4551,48167,0.914,5,5,0.3327,0.02,0.02
2025-08-05T19:13:59.084402,client_134025746733712,0,34227,0,54159,4676,49483,0.914,5,5,0.2986,0.02,0.02
2025-08-05T19:14:04.094155,client_134025746733712,10962,34227,0,55516,4799,50717,0.914,5,5,0.3102,0.02,0.02
2025-08-05T19:14:09.103125,client_134025746733712,0,34227,0,56844,4924,51920,0.913,5,5,0.2931,0.02,0.02
2025-08-05T19:14:14.114084,client_134025746733712,0,34227,0,58137,5050,53087,0.913,5,5,0.293,0.02,0.02
2025-08-05T19:14:19.124184,client_134025746733712,0,34227,0,59400,5173,54227,0.913,5,5,0.2811,0.02,0.02
2025-08-05T19:14:24.133468,client_134025746733712,0,34227,0,60680,5298,55382,0.913,5,5,0.2796,0.02,0.02
2025-08-05T19:14:29.143750,client_134025746733712,0,34227,0,61952,5424,56528,0.912,5,5,0.29,0.02,0.02
2025-08-05T19:14:34.153670,client_134025746733712,0,34227,0,63219,5549,57670,0.912,5,5,0.2618,0.02,0.02
2025-08-05T19:14:39.166585,client_134025746733712,0,34227,0,64475,5672,58803,0.912,5,5,0.2755,0.02,0.02
2025-08-05T19:14:44.175964,client_134025746733712,0,34227,0,65750,5797,59953,0.912,5,5,0.2681,0.02,0.02
2025-08-05T19:14:49.185336,client_134025746733712,0,34227,0,67022,5922,61100,0.912,5,5,0.2758,0.02,0.02
2025-08-05T19:14:54.196894,client_134025746733712,0,34227,0,68274,6045,62229,0.911,5,5,0.2758,0.02,0.02
2025-08-05T19:14:59.208115,client_134025746733712,0,34227,0,69545,6170,63375,0.911,5,5,0.2755,0.02,0.02
2025-08-05T19:15:04.218733,client_134025746733712,0,34227,0,70832,6296,64536,0.911,5,5,0.2945,0.02,0.02
2025-08-05T19:15:09.231064,client_134025746733712,0,34227,0,72091,6421,65670,0.911,5,5,0.2786,0.02,0.02
2025-08-05T19:15:14.242406,client_134025746733712,0,34227,0,73367,6545,66822,0.911,5,5,0.2799,0.02,0.02
2025-08-05T19:15:19.253226,client_134025746733712,0,34227,0,74650,6670,67980,0.911,5,5,0.2795,0.02,0.02
2025-08-05T19:15:24.267400,client_134025746733712,0,34227,0,75933,6795,69138,0.911,5,5,0.2807,0.02,0.02
2025-08-05T19:15:29.282978,client_134025746733712,0,34227,0,77212,6919,70293,0.91,5,5,0.2819,0.02,0.02
2025-08-05T19:15:34.297940,client_134025746733712,0,34227,0,78496,7044,71452,0.91,5,5,0.2906,0.02,0.02
2025-08-05T19:15:39.314088,client_134025746733712,0,34227,0,79783,7169,72614,0.91,5,5,0.2744,0.02,0.02
2025-08-05T19:15:44.326786,client_134025746733712,0,34227,0,81067,7294,73773,0.91,5,5,0.2819,0.02,0.02
2025-08-05T19:15:49.340615,client_134025746733712,4872,34227,0,82349,7418,74931,0.91,5,5,0.2819,0.02,0.02
2025-08-05T19:15:54.353773,client_134025746733712,0,34227,0,83581,7543,76038,0.91,5,5,0.2692,0.02,0.02
2025-08-05T19:15:59.365406,client_134025746733712,0,34227,0,84802,7668,77134,0.91,5,5,0.2626,0.02,0.02
2025-08-05T19:16:04.379394,client_134025746733712,0,34227,0,86021,7793,78228,0.909,5,5,0.2703,0.02,0.02
2025-08-05T19:16:09.396632,client_134025746733712,0,34227,0,87234,7917,79317,0.909,5,5,0.2703,0.02,0.02
2025-08-05T19:16:14.410522,client_134025746733712,0,34227,0,88468,8043,80425,0.909,5,5,0.275,0.02,0.02
2025-08-05T19:16:19.426065,client_134025746733712,0,34227,0,89678,8167,81511,0.909,5,5,0.2632,0.02,0.02
2025-08-05T19:16:24.441181,client_134025746733712,0,34227,0,90982,8292,82690,0.909,5,5,0.3022,0.02,0.02
2025-08-05T19:16:29.455843,client_134025746733712,0,34227,0,92314,8418,83896,0.909,5,5,0.2791,0.02,0.02
2025-08-05T19:16:34.469020,client_134025746733712,0,34227,0,93575,8541,85034,0.909,5,5,0.2794,0.02,0.02
2025-08-05T19:16:39.484253,client_134025746733712,0,34227,0,94828,8666,86162,0.909,5,5,0.2694,0.02,0.02
2025-08-05T19:16:44.499081,client_134025746733712,0,34227,0,96096,8792,87304,0.909,5,5,0.2875,0.02,0.02
2025-08-05T19:16:49.515863,client_134025746733712,0,34227,0,97425,8917,88508,0.908,5,5,0.3229,0.02,0.02
2025-08-05T19:16:54.532136,client_134025746733712,0,34227,0,98856,9041,89815,0.909,5,5,0.3168,0.02,0.02
2025-08-05T19:16:59.548850,client_134025746733712,0,34227,0,100281,9166,91115,0.909,5,5,0.3124,0.02,0.02
2025-08-05T19:17:04.565825,client_134025746733712,0,34227,0,101707,9291,92416,0.909,5,5,0.3073,0.02,0.02
2025-08-05T19:17:09.583292,client_134025746733712,0,34227,0,103128,9416,93712,0.909,5,5,0.3121,0.02,0.02
2025-08-05T19:17:14.601591,client_134025746733712,0,34227,0,104547,9541,95006,0.909,5,5,0.3112,0.02,0.02
2025-08-05T19:17:19.619610,client_134025746733712,0,34227,0,105948,9665,96283,0.909,5,5,0.2401,0.02,0.02
2025-08-05T19:17:24.638429,client_134025746733712,0,34227,0,107384,9795,97589,0.909,5,5,0.3124,0.02,0.02
2025-08-05T19:17:29.656464,client_134025746733712,0,34227,0,108807,9922,98885,0.909,5,5,0.3074,0.02,0.02
2025-08-05T19:17:34.671406,client_134025746733712,0,34227,0,110241,10048,100193,0.909,5,5,0.3134,0.02,0.02
2025-08-05T19:17:39.692807,client_134025746733712,0,34227,0,111768,10174,101594,0.909,5,5,0.3735,0.02,0.02
2025-08-05T19:17:44.712696,client_134025746733712,0,34227,0,113329,10299,103030,0.909,5,5,0.3661,0.02,0.02
2025-08-05T19:17:49.729512,client_134025746733712,0,34227,0,114795,10425,104370,0.909,5,5,0.3217,0.02,0.02
2025-08-05T19:17:54.748915,client_134025746733712,0,34227,0,116271,10550,105721,0.909,5,5,0.3154,0.02,0.02
2025-08-05T19:17:59.769370,client_134025746733712,0,34227,0,117753,10676,107077,0.909,5,5,0.3243,0.02,0.02
2025-08-05T19:18:04.786036,client_134025746733712,0,34227,0,119228,10801,108427,0.909,5,5,0.3226,0.02,0.02
2025-08-05T19:18:09.803856,client_134025746733712,7584,34227,0,120711,10926,109785,0.909,5,5,0.323,0.02,0.02
2025-08-05T19:18:14.824123,client_134025746733712,0,34227,0,122169,11051,111118,0.91,5,5,0.338,0.02,0.02
2025-08-05T19:18:19.841827,client_134025746733712,0,34227,0,123613,11176,112437,0.91,5,5,0.316,0.02,0.02
2025-08-05T19:18:24.860898,client_134025746733712,0,34227,0,125075,11301,113774,0.91,5,5,0.3162,0.02,0.02
2025-08-05T19:18:29.881606,client_134025746733712,2436,34227,0,126526,11425,115101,0.91,5,5,0.3196,0.02,0.02
2025-08-05T19:18:34.980595,client_134025746733712,0,34227,0,127995,11549,116446,0.91,5,5,0.3362,0.02,0.02
2025-08-05T19:18:40.001082,client_134025746733712,0,34227,0,129427,11677,117750,0.91,5,5,0.3174,0.02,0.02
2025-08-05T19:18:45.021329,client_134025746733712,0,34227,0,130861,11802,119059,0.91,5,5,0.3203,0.02,0.02
2025-08-05T19:18:50.043590,client_134025746733712,0,34227,0,132318,11928,120390,0.91,5,5,0.3112,0.02,0.02
2025-08-05T19:18:55.064001,client_134025746733712,0,34227,0,133776,12053,121723,0.91,5,5,0.3187,0.02,0.02
2025-08-05T19:19:00.084736,client_134025746733712,0,34227,0,135268,12179,123089,0.91,5,5,0.3416,0.02,0.02
2025-08-05T19:19:05.108004,client_134025746733712,1218,34227,0,136735,12303,124432,0.91,5,5,0.3242,0.02,0.02
2025-08-05T19:19:10.125907,client_134025746733712,0,34227,0,138229,12429,125800,0.91,5,5,0.3311,0.02,0.02
2025-08-05T19:19:15.151174,client_134025746733712,0,34227,0,139630,12553,127077,0.91,5,5,0.324,0.02,0.02
2025-08-05T19:19:20.173913,client_134025746733712,0,34227,0,141090,12678,128412,0.91,5,5,0.3155,0.02,0.02
2025-08-05T19:19:25.197403,client_134025746733712,0,34227,0,142563,12803,129760,0.91,5,5,0.3134,0.02,0.02
2025-08-05T19:19:30.216422,client_134025746733712,14616,34227,0,144039,12928,131111,0.91,5,5,0.3275,0.02,0.02
2025-08-05T19:19:35.237456,client_134025746733712,0,34227,0,145521,13054,132467,0.91,5,5,0.3266,0.02,0.02
2025-08-05T19:19:40.259783,client_134025746733712,7308,34227,0,146995,13178,133817,0.91,5,5,0.3261,0.02,0.02
2025-08-05T19:19:45.283904,client_134025746733712,0,34227,0,148441,13303,135138,0.91,5,5,0.3234,0.02,0.02
2025-08-05T19:19:50.311495,client_134025746733712,2436,34227,0,149863,13427,136436,0.91,5,5,0.3071,0.02,0.02
2025-08-05T19:19:55.336452,client_134025746733712,10962,34227,0,151310,13551,137759,0.91,5,5,0.292,0.02,0.02
2025-08-05T19:20:00.361738,client_134025746733712,17052,34227,0,152779,13676,139103,0.91,5,5,0.3204,0.02,0.02
2025-08-05T19:20:05.387988,client_134025746733712,0,34227,0,154252,13802,140450,0.911,5,5,0.3202,0.02,0.02
2025-08-05T19:20:10.413349,client_134025746733712,0,34227,0,155748,13928,141820,0.911,5,5,0.3367,0.02,0.02
2025-08-05T19:20:15.438757,client_134025746733712,0,34227,0,157218,14052,143166,0.911,5,5,0.3336,0.02,0.02
2025-08-05T19:20:20.463894,client_134025746733712,0,34227,0,158722,14177,144545,0.911,5,5,0.3513,0.02,0.02
2025-08-05T19:20:25.489364,client_134025746733712,7308,34227,0,160199,14301,145898,0.911,5,5,0.3322,0.02,0.02
2025-08-05T19:20:30.515774,client_134025746733712,0,34227,0,161695,14427,147268,0.911,5,5,0.3469,0.02,0.02
2025-08-05T19:20:35.537532,client_134025746733712,0,34227,0,163173,14552,148621,0.911,5,5,0.3266,0.02,0.02
2025-08-05T19:20:40.563627,client_134025746733712,0,34227,0,164657,14678,149979,0.911,5,5,0.3188,0.02,0.02
2025-08-05T19:20:45.591388,client_134025746733712,0,34227,0,166139,14803,151336,0.911,5,5,0.3191,0.02,0.02
2025-08-05T19:20:50.617212,client_134025746733712,0,34227,0,167618,14929,152689,0.911,5,5,0.3337,0.02,0.02
2025-08-05T19:20:55.642639,client_134025746733712,0,34227,0,169051,15054,153997,0.911,5,5,0.3194,0.02,0.02
2025-08-05T19:21:00.668951,client_134025746733712,0,34227,0,170518,15179,155339,0.911,5,5,0.3217,0.02,0.02
2025-08-05T19:21:05.694832,client_134025746733712,0,34227,0,171966,15304,156662,0.911,5,5,0.3202,0.02,0.02
2025-08-05T19:21:10.722291,client_134025746733712,5280,34227,0,173371,15429,157942,0.911,5,5,0.3057,0.02,0.02
2025-08-05T19:21:15.751669,client_134025746733712,0,34227,0,174800,15554,159246,0.911,5,5,0.3125,0.02,0.02
2025-08-05T19:21:20.780616,client_134025746733712,0,34227,0,176264,15679,160585,0.911,5,5,0.3479,0.02,0.02
2025-08-05T19:21:25.806647,client_134025746733712,0,34227,0,177745,15804,161941,0.911,5,5,0.3279,0.02,0.02
2025-08-05T19:21:30.833910,client_134025746733712,0,34227,0,178996,15909,163087,0.911,5,5,0.3297,0.02,0.02
2025-08-05T19:21:35.873476,client_134025746733712,0,34227,0,178996,15909,163087,0.911,5,5,0.0,0.02,0.02
2025-08-05T19:21:40.909398,client_134025746733712,0,34227,0,178996,15909,163087,0.911,5,5,0.0,0.02,0.02
2025-08-05T19:21:45.948513,client_134025746733712,0,34227,0,178996,15909,163087,0.911,5,5,0.0,0.02,0.02
2025-08-05T19:21:50.981112,client_134025746733712,0,34227,0,178996,15909,163087,0.911,5,5,0.0,0.02,0.02
2025-08-05T19:21:56.018437,client_134025746733712,0,34227,0,178996,15909,163087,0.911,5,5,0.0,0.02,0.02
